Year,Bunt_Precip,Wilson_Precip,Bunt_Temp,Am_Temp,Vint_Temp,Kob_Temp,Beu_temp,Alley_Temp,Sulphate
980,152.28,321.7775,-0.091440502,,-34.17,-30.8045,0.769285315,,
981,113.92,202.4305,-0.101365745,,-35.99,-30.838,1.145888801,,
982,158.78,222.2603,0.032625038,,-36.51,-30.856625,1.080957166,,
983,115.66,292.9333,0.375045929,,-36.70,-30.875,0.106982631,,
984,140.32,182.5976,0.543775064,,-35.08,-30.89275,0.392681828,,
985,202.90,270.2194,0.687691091,,-35.67,-30.911125,-0.308579837,,
986,176.19,269.4953,0.533849821,,-34.80,-30.928875,-0.217675547,,
987,134.05,228.7526,-0.185730312,,-35.13,-30.94775,0.081009977,-30.7436,
988,167.21,222.9813,-0.066627394,,-35.64,-30.919375,0.574490408,,
989,163.26,319.6144,-0.463637122,,-35.75,-30.860625,-0.334552491,,
990,95.42,213.6079,-0.081515259,,-36.86,-30.800875,-0.464415762,,
991,128.03,234.5177,-0.190692934,,-34.76,-30.741,-0.126771257,,
992,144.68,265.8901,-0.468599744,,-34.48,-30.6825,0.990052876,,8.22
993,123.29,299.7815,0.866345469,,-34.67,-30.623375,0.977066549,,
994,126.52,268.7712,-0.51822596,,-36.10,-30.565,-0.451429435,,
995,104.16,257.2378,-0.771319662,,-37.08,-30.506625,0.34073652,,
996,164.43,238.1229,-0.215506042,,-34.91,-30.447625,-2.698064028,-30.7012,
997,134.22,262.285,-0.170842448,,-35.79,-30.389125,-1.204636409,,
998,114.73,272.0204,-0.538076446,,-35.72,-30.514125,0.275804884,,
999,178.40,382.712,-0.036851664,,-35.56,-30.764,-1.33449968,,
1000,129.86,305.5497,-0.592665284,0.1204,-34.13,-31.01375,-1.633185204,,
1001,162.31,283.1948,-0.091440502,-0.11331,-36.86,-31.26225,-1.51630826,,11.83
1002,181.28,255.7927,-0.230393907,-0.062493,-35.08,-31.510375,0.236845903,,
1003,193.87,291.8533,0.399859037,-0.14835,-34.98,-31.759875,-1.529294587,,
1004,89.72,339.8062,-0.895385202,-0.005979,-33.55,-32.008,-1.905898074,,
1005,162.79,264.8071,0.454447875,-0.067487,-35.02,-32.258125,-0.529347398,-30.6752,
1006,131.46,240.6511,-0.36438469,0.0093026,-33.87,-32.507125,-0.373511472,,
1007,134.38,264.4481,-1.346983769,0.059683,-35.65,-32.582125,-0.983868847,,
1008,141.27,361.7991,0.752205172,-0.090614,-34.20,-32.54025,0.483586118,,
1009,120.31,326.4657,0.226167281,0.040362,-34.53,-32.499375,0.574490408,,
1010,100.96,253.6327,-0.021963799,0.16992,-34.62,-32.4605,-1.633185204,,
1011,120.41,244.2562,-0.319721096,-0.07681,-37.09,-32.422625,-0.724142305,,
1012,110.74,287.883,-0.36438469,-0.12809,-36.24,-32.386125,-1.51630826,,
1013,179.48,278.8717,0.186466308,-0.0283,-36.33,-32.351,-1.048800483,,
1014,121.52,190.8909,-1.222918228,-0.049972,-35.15,-32.316375,-0.659210669,-30.6732,
1015,152.81,240.289,-0.185730312,-0.10344,-34.91,-32.283375,0.795257969,,
1016,158.65,203.8725,-0.935086175,-0.088377,-37.09,-32.249875,-0.646224342,,
1017,151.12,252.9086,-0.111290988,-0.068441,-35.87,-32.218125,-1.204636409,,
1018,101.71,224.0644,-0.473562366,-0.21484,-34.62,-32.186625,0.379695501,,7.07
1019,136.99,225.1474,0.429634767,-0.012908,-35.17,-32.155,0.730326333,,
1020,124.93,214.691,-1.525638146,0.15496,-32.72,-32.12325,-0.425456781,,
1021,208.74,288.604,-1.456161444,0.065333,-34.65,-32.092125,-1.087759465,,
1022,166.12,291.4882,-0.076552637,-0.060428,-34.31,-32.05975,-1.477349278,-30.6348,
1023,193.23,321.0564,0.03758766,0.019115,-35.87,-31.934,-0.724142305,,
1024,177.30,313.1251,0.092176498,0.023964,-36.23,-31.783625,-1.957843382,,
1025,147.73,237.7639,-0.146029339,-0.011886,-33.94,-31.632375,-0.347538818,,
1026,123.28,326.1036,0.662877983,-0.08667,-36.64,-31.482,0.145941613,,
1027,140.23,279.5897,-0.026926421,0.059611,-35.85,-31.32975,-0.555320052,,
1028,133.34,250.0214,0.652952739,-0.07629,-36.47,-31.1775,0.093996304,,
1029,134.74,228.7526,-1.029375986,-0.034837,-36.11,-31.025125,-2.542228103,,
1030,188.67,307.3569,0.250980389,-0.065282,-35.76,-30.871,-1.814993784,-30.5276,
1031,159.48,236.6808,1.1492149,-0.14368,-36.76,-30.71725,0.210873248,,
1032,115.28,213.249,-0.007075934,-0.011736,-35.50,-30.561375,-2.762995664,,
1033,160.54,218.2961,0.523924578,-0.10768,-35.45,-30.405,-0.828032922,,
1034,110.61,193.4161,0.310531848,-0.11906,-35.91,-30.247625,-2.970776898,,
1035,149.72,250.7455,0.146765335,-0.068571,-34.39,-30.3985,-1.048800483,,
1036,125.08,217.9372,0.216242038,0.064727,-36.57,-30.582625,-2.022775018,,
1037,198.41,296.8974,0.846494982,0.19509,-34.45,-30.765,-1.814993784,,
1038,157.22,224.7823,0.31549447,-0.017365,-35.74,-30.9465,-0.931923539,,
1039,121.81,216.8541,0.19142893,-0.034449,-34.13,-31.126375,0.06802365,-30.4628,
1040,188.21,269.8542,-0.51822596,-0.020425,-35.80,-31.30575,-2.996749552,,
1041,170.72,255.4337,-0.245281772,-0.015404,-35.20,-31.485,-0.581292707,,
1042,135.17,256.8727,-0.046776907,0.0017224,-34.65,-31.663375,-1.620198877,,
1043,140.09,249.6624,-0.79613277,0.037059,-35.45,-31.84175,-1.853952765,,
1044,71.53,198.4633,0.553700307,0.13042,-34.99,-32.02,0.236845903,,
1045,155.73,242.0931,0.250980389,0.1695,-37.65,-32.199,-1.503321933,,2.77
1046,131.34,223.3433,0.598363902,0.072954,-35.70,-32.145375,-3.931765106,,
1047,157.38,247.4993,1.079738198,-0.09995,-33.96,-32.067,-3.788915507,,
1048,100.47,216.8541,0.677765847,0.064231,-34.90,-31.9895,-3.490229983,-30.4956,
1049,140.83,246.0573,1.144252279,-0.011455,-34.42,-31.913125,-2.087706653,,
1050,123.35,161.3257,1.461860061,-0.026075,-35.32,-31.836875,-0.191702893,,
1051,159.36,172.1412,0.062400768,0.18508,-35.79,-31.762625,-3.41231202,,
1052,228.27,217.9372,0.335344956,0.074772,-34.80,-31.688625,-2.685077701,,
1053,143.34,206.0387,-0.433861393,-0.025521,-35.59,-31.61525,-1.386444988,,
1054,164.46,163.8478,-0.686955095,-0.14654,-36.30,-31.52675,-2.750009337,,
1055,188.58,271.2963,-0.369347312,-0.10996,-37.12,-31.43775,-2.633132393,,
1056,238.33,249.6624,-1.029375986,-0.045271,-35.62,-31.348,-2.542228103,-30.6236,
1057,204.06,185.1227,-0.602590527,0.074047,-34.13,-31.259,-1.256581717,,
1058,134.70,299.4225,-0.54800169,0.050733,-35.66,-31.169375,-0.126771257,,
1059,155.36,277.4296,0.072326011,-0.20064,-36.41,-31.07925,-0.3864978,,
1060,184.17,307.3569,0.846494982,-0.074545,-35.35,-30.989375,0.301777538,,2.57
1061,182.72,273.8245,0.196391551,0.0441,-34.93,-30.899,-1.542280914,,
1062,141.73,251.8285,0.042550282,0.038989,-35.61,-30.807375,-2.568200757,,
1063,192.46,290.7702,0.047512903,-0.17705,-35.60,-30.716375,-2.970776898,,
1064,115.90,259.7599,0.444522632,0.07927,-36.09,-30.62375,-1.06178681,,
1065,147.14,185.8438,0.3452702,-0.078497,-35.57,-30.531,-0.672196996,-30.8272,
1066,122.17,278.5066,-0.776282284,0.092037,-35.80,-30.482625,0.496572445,,
1067,174.96,327.1836,-0.076552637,0.025093,-34.63,-30.453625,-1.685130512,,
1068,207.03,306.2738,-0.031889042,-0.19115,-33.55,-30.423625,-1.918884401,,
1069,159.10,257.5968,-0.94997404,-0.061943,-34.21,-30.393125,-2.8279273,,
1070,77.39,274.9014,-0.905310445,0.020509,-36.38,-30.36125,0.808244296,,
1071,88.53,250.0214,-0.935086175,-0.004548,-36.79,-30.329625,-0.866991903,,
1072,82.96,237.0459,-1.391647363,0.11525,-35.54,-30.296125,-2.594173411,,
1073,153.28,268.7712,-0.885459959,-0.006855,-35.47,-30.26325,-2.204583598,-30.9288,
1074,113.62,260.1188,-1.302320174,-0.046274,-35.35,-30.22925,-2.46431014,,
1075,111.51,288.2451,-1.520675525,0.03372,-35.28,-30.194875,-0.425456781,,
1076,156.99,336.5601,-0.92019831,-0.038712,-35.57,-30.1595,-1.789021129,,
1077,152.24,309.879,-0.860646851,-0.15448,-36.12,-30.2125,-1.178663754,,
1078,86.10,265.5311,-0.76635704,-0.30614,-33.98,-30.302625,0.171914267,,
1079,139.76,291.1292,-1.014488121,0.15545,-36.00,-30.39125,-0.659210669,,
1080,179.87,311.68,-0.493412852,0.16033,-35.08,-30.48175,-1.789021129,,
1081,107.20,182.9566,0.057438146,0.048549,-34.43,-30.569375,-2.321460542,,
1082,216.25,265.8901,-0.433861393,-0.10588,-36.09,-30.65875,-2.46431014,-31.0276,
1083,160.40,308.0749,-0.096403123,-0.074388,-35.58,-30.74775,-2.334446869,,
1084,171.83,224.7823,0.047512903,0.11497,-35.36,-30.8365,-0.321566164,,
1085,173.97,316.0092,-0.081515259,0.04139,-35.70,-30.925625,-0.347538818,,
1086,167.78,314.9262,-0.359422069,0.24028,-33.88,-31.015125,-0.360525145,,
1087,163.32,227.3075,-0.056702151,-0.035247,-34.99,-31.105375,-0.02288064,,
1088,170.27,281.3938,-1.039301229,-0.007062,-34.40,-31.195875,-1.737075821,,
1089,210.50,282.1117,-0.349496825,-0.15614,-35.99,-31.287125,-1.295540699,,
1090,164.85,188.0038,-0.974787148,0.11213,-34.84,-31.37875,-1.931870728,,
1091,156.30,235.6008,-0.791170148,0.15623,-34.67,-31.471375,-0.373511472,,
1092,185.21,266.2491,-0.612515771,0.19257,-35.95,-31.564375,0.431640809,-31.2084,
1093,209.73,300.1436,-0.235356528,-0.076318,-35.39,-31.560125,-0.3864978,,
1094,171.03,249.3034,-0.160917204,-0.10141,-36.31,-31.5325,0.561504081,,
1095,212.27,260.4809,-0.741543932,0.0048848,-33.88,-31.506125,0.003092014,,
1096,188.63,237.4049,-0.667104608,0.012339,-34.70,-31.480125,-0.646224342,,
1097,179.30,270.2194,0.042550282,-0.016922,-35.70,-31.454875,0.132955286,,
1098,182.75,286.7999,-0.458674501,-0.093875,-35.07,-31.430375,-1.282554371,,
1099,150.88,270.2194,0.394896416,0.064716,-34.80,-31.40625,-1.360472334,,
1100,171.70,274.1835,-0.200618177,0.0063913,-34.75,-31.382875,-0.594279034,,
1101,152.96,201.7094,-0.453711879,0.18282,-38.13,-31.360375,-0.815046595,-31.2616,
1102,98.40,227.6695,-0.106328367,0.02762,-36.21,-31.337375,-0.126771257,,
1103,130.01,274.1835,-0.662141987,0.082899,-35.14,-31.31475,-0.3864978,,
1104,148.58,212.5249,-0.895385202,0.044221,-34.34,-31.29225,-0.918937212,,
1105,135.76,264.086,0.03758766,0.0089131,-36.75,-31.269875,0.392681828,,
1106,162.27,241.369,0.290681362,0.11775,-38.23,-31.24775,-0.490388417,,
1107,122.34,237.0459,-0.736581311,0.16689,-36.12,-31.2255,-2.750009337,,
1108,122.36,295.4584,-0.597627906,0.098611,-35.02,-31.203375,-2.866886281,,
1109,126.19,255.0747,-0.756431797,-0.05309,-35.76,-31.189,-1.983816036,-31.2776,
1110,137.92,190.8909,-0.811020635,-0.1882,-35.49,-31.177625,-0.828032922,,
1111,123.61,199.9023,0.042550282,0.089254,-36.60,-31.16575,-1.1526911,,
1112,145.00,206.7566,-0.945011418,0.071923,-35.56,-31.153125,-1.711103167,,
1113,148.42,221.9013,-0.438824014,-0.036576,-38.76,-31.14125,-2.412364832,,
1114,127.84,255.4337,-1.098852688,-0.13875,-36.23,-31.12825,-1.724089494,,
1115,174.81,290.7702,-0.964861905,-0.114,-35.93,-31.115125,0.743312661,,
1116,143.12,250.3865,-1.272544444,-0.038082,-35.65,-31.102375,-0.996855175,,
1117,147.45,237.7639,-1.50578766,0.019884,-36.77,-31.088875,-3.022722207,,
1118,200.16,245.3393,-1.332095904,-0.066306,-34.83,-31.075875,-1.827980111,-31.2496,
1119,158.33,200.6264,-0.94997404,-0.081215,-34.17,-30.958,-1.06178681,,
1120,180.61,236.6808,-0.602590527,-0.20413,-35.54,-30.813375,-1.009841502,,
1121,136.33,234.5177,-1.436310958,-0.19246,-36.08,-30.668,-0.516361071,,
1122,201.68,267.3322,-1.545488633,0.031565,-36.18,-30.52325,-0.97088252,,14.14
1123,233.39,316.3682,-0.21054342,-0.11091,-33.76,-30.378375,-0.802060268,,
1124,188.71,314.9262,-0.101365745,-0.029764,-34.39,-30.23275,-0.892964558,,
1125,155.25,304.4697,-0.031889042,0.10047,-36.60,-30.086125,-2.568200757,,
1126,160.07,247.1403,-0.498375474,-0.018294,-34.48,-29.94075,-0.139757584,-31.3224,
1127,154.52,259.3978,-0.389197798,-0.19026,-35.71,-29.793125,-2.879872608,,
1128,149.95,283.9189,-0.384235177,-0.07337,-36.12,-29.867375,-1.33449968,,
1129,90.18,175.3873,-1.446236201,-0.019497,-35.69,-29.965,-0.931923539,,
1130,160.11,228.7526,-0.716730824,-0.19734,-36.59,-30.06125,0.145941613,,
1131,120.99,230.1946,-0.265132258,-0.065973,-33.38,-30.15725,-0.438443108,,
1132,122.57,256.5137,-0.870572094,-0.079249,-32.84,-30.25175,-0.607265361,,
1133,111.12,244.9742,-0.324683717,-0.046028,-33.72,-30.346875,-0.724142305,,
1134,122.56,241.369,-0.275057501,0.044443,-34.43,-30.294375,-0.607265361,,
1135,106.35,280.6727,-0.557926933,-0.034255,-35.66,-30.225,-0.87997823,-31.378,
1136,159.73,204.9556,-0.989675013,-0.081564,-35.88,-30.154875,-0.425456781,,
1137,101.37,190.1699,-0.607553149,-0.05286,-35.36,-30.085625,-0.542333725,,
1138,92.27,281.3938,-0.101365745,-0.037994,-35.63,-30.015875,-0.308579837,,
1139,98.86,233.0757,0.573550794,-0.15758,-35.13,-29.946375,1.535478615,,
1140,187.64,346.2955,-0.294907988,-0.10259,-33.96,-29.87625,-0.061839621,,
1141,195.44,355.3099,-0.681992473,-0.0819,-36.21,-29.80625,-0.035866967,,
1142,119.06,279.5897,-0.582740041,-0.24456,-34.71,-29.736375,-0.243648201,,
1143,189.14,249.3034,-0.200618177,0.04154,-35.20,-29.6665,0.34073652,-31.3844,
1144,161.76,261.5609,-0.801095392,-0.17571,-35.54,-29.881375,-1.892911746,,
1145,192.28,286.082,-0.533113825,-0.13077,-35.47,-30.0965,0.977066549,,
1146,168.17,265.5311,-0.056702151,-0.10371,-36.61,-30.31075,-0.009894313,,
1147,155.86,240.6511,-1.947460983,-0.030346,-34.99,-30.525875,-0.815046595,,
1148,156.93,265.166,-0.324683717,0.070213,-37.18,-30.740375,-0.97088252,,
1149,202.81,297.6215,0.330382335,-0.050545,-36.56,-30.954625,-0.256634528,,
1150,165.46,265.166,0.633102253,-0.11242,-36.67,-31.169875,0.626435716,,
1151,183.98,294.7343,-1.332095904,-0.056515,-36.29,-31.38475,-1.879925419,-31.3656,
1152,140.54,262.285,-1.525638146,0.1164,-36.17,-31.6015,-0.815046595,,
1153,202.98,371.5376,0.533849821,0.12361,-36.97,-31.39175,1.236793091,,
1154,193.31,290.7702,0.31549447,0.08548,-37.34,-31.1825,-1.204636409,,
1155,156.19,282.4768,0.28571874,-0.036929,-34.11,-30.976,0.171914267,,
1156,187.01,322.8605,0.414746902,-0.061771,-34.75,-30.7705,-0.035866967,,
1157,175.90,353.1468,0.538812442,0.0067241,-35.13,-30.56525,-0.02288064,,
1158,147.56,305.1908,-0.031889042,0.028741,-34.85,-30.361,0.288791211,,
1159,156.07,349.1827,0.494148848,-0.12523,-35.76,-30.1965,0.743312661,,
1160,193.24,370.8135,1.566075115,0.042396,-36.23,-30.379,0.652408371,-31.36,
1161,181.91,268.0532,1.868795033,0.15965,-36.25,-30.561375,0.808244296,,
1162,142.46,308.799,0.816719252,-0.064842,-36.15,-30.743625,0.327750192,,
1163,168.49,268.4122,0.513999334,0.040849,-33.91,-30.926,-0.47740209,,
1164,116.73,291.4882,0.072326011,0.11408,-34.84,-31.10775,-0.412470454,,
1165,103.27,315.6503,0.226167281,0.019046,-36.29,-31.28875,0.951093895,,
1166,104.54,270.5783,-0.260169636,0.096313,-35.53,-31.471,0.691367352,,
1167,61.18,249.3034,0.062400768,0.080974,-35.13,-31.652375,0.379695501,,29.54
1168,128.03,308.4369,-0.08647788,0.16635,-36.05,-31.81125,0.678381025,-31.3444,
1169,121.24,359.6391,-0.031889042,0.078835,-35.41,-31.7615,-0.230661874,,
1170,115.03,298.6984,0.861382847,0.21246,-35.28,-31.712875,0.535531426,,
1171,112.92,313.4841,-0.840796365,0.20713,-36.27,-31.66425,-0.334552491,,
1172,140.62,278.8717,-0.860646851,0.18678,-36.53,-31.61625,-0.802060268,,
1173,144.79,304.8318,-0.24031915,0.085015,-36.10,-31.57025,-0.607265361,,
1174,138.60,290.4051,-1.590152227,0.13889,-35.25,-31.524625,-1.620198877,,
1175,115.59,264.4481,-0.97974977,0.097284,-35.10,-31.478125,-0.20468922,,
1176,126.66,328.6288,0.082251254,0.019598,-33.88,-31.434125,0.055037323,,45.76
1177,64.70,194.4961,-0.012038556,-0.065036,-34.86,-31.394875,-0.282607183,-31.3156,
1178,94.78,279.2307,-0.706805581,-0.054713,-36.59,-31.357625,-1.412417643,,
1179,121.07,310.2379,-0.622441014,-0.089361,-36.05,-31.318625,-0.789073941,,
1180,117.29,202.0684,-0.602590527,0.24743,-35.51,-31.28125,-1.022827829,,
1181,101.19,226.9485,-0.483487609,0.12599,-34.85,-31.24225,-1.970829709,,
1182,143.56,303.3866,-0.339571582,-0.048608,-34.97,-31.20475,-1.892911746,,
1183,171.90,262.285,-0.567852176,0.028784,-35.91,-31.166125,-1.1526911,,
1184,155.00,162.0468,-0.414010906,0.11579,-34.18,-31.12775,-0.957896193,,
1185,169.90,217.2131,0.032625038,-0.10807,-36.95,-31.088625,-1.06178681,,
1186,204.75,234.1588,0.394896416,-0.047462,-36.60,-31.049625,-1.386444988,,
1187,209.51,311.68,-0.726656068,0.026722,-36.97,-31.00975,-0.373511472,-31.3132,
1188,121.96,171.7822,-0.721693446,0.047753,-35.90,-30.970375,-0.97088252,,6.94
1189,126.56,255.4337,-0.433861393,-0.022223,-35.50,-30.929875,-1.295540699,,
1190,147.76,317.0892,-0.905310445,0.2318,-36.79,-30.88925,-1.33449968,,
1191,171.79,250.3865,-1.173292012,-0.13608,-34.62,-30.84775,-0.763101286,,
1192,130.14,258.6798,-0.741543932,-0.16509,-36.42,-30.806625,-1.840966438,,
1193,176.28,350.6217,-0.890422581,0.225,-34.19,-30.76425,-1.035814156,,
1194,162.49,293.6512,-0.533113825,-0.26466,-35.00,-30.722875,0.106982631,,
1195,191.17,327.5488,-0.026926421,-0.12409,-38.53,-30.90975,-0.438443108,,17.31
1196,178.51,330.4298,-0.895385202,-0.24163,-34.17,-31.154125,0.081009977,-31.3456,
1197,165.26,259.0388,-1.356909012,-0.16078,-35.40,-31.39825,-0.061839621,,
1198,178.31,216.489,-0.870572094,-0.063161,-33.71,-31.642375,0.288791211,,
1199,185.15,251.8285,-1.049226472,-0.1318,-33.25,-31.886,0.665394698,,
1200,150.16,272.7414,-0.97974977,-0.16602,-37.07,-32.129,0.327750192,,
1201,206.26,328.6288,-0.686955095,-0.25768,-36.30,-32.373125,0.522545099,,
1202,166.47,268.7712,-0.76635704,-0.032356,-35.47,-32.11975,0.847203278,,
1203,175.89,278.8717,-0.195655556,0.031857,-36.02,-31.743375,1.067970839,,
1204,166.86,195.9381,-0.935086175,-0.1384,-32.93,-31.3675,0.912134913,,
1205,135.54,256.8727,0.504074091,-0.12798,-34.47,-31.27425,0.821230623,,
1206,146.68,237.7639,0.464373118,-0.18691,-35.51,-31.25075,0.756298988,-31.3748,5.41
1207,106.33,167.4529,-0.910273067,-0.14668,-36.71,-31.228625,0.016078341,,
1208,127.97,279.5897,-0.597627906,-0.27096,-33.25,-31.205625,0.977066549,,
1209,134.87,244.6152,-0.746506554,-0.077675,-36.15,-31.183875,0.327750192,,
1210,172.37,314.5672,0.052475525,-0.18617,-34.69,-31.162125,-0.29559351,,
1211,174.84,265.166,-0.126178853,0.03024,-35.58,-31.139375,0.431640809,,
1212,131.39,199.5433,0.072326011,0.0092658,-36.64,-31.117375,0.912134913,,
1213,144.91,212.1659,-0.146029339,-0.15423,-33.60,-31.09475,0.457613464,,
1214,142.56,236.6808,0.236092524,-0.11468,-34.25,-31.0715,0.626435716,,
1215,138.67,251.8285,-0.438824014,0.026736,-34.99,-31.047,-0.02288064,-31.3852,
1216,126.20,272.7414,-0.657179365,-0.011698,-35.48,-31.02325,0.548517754,,
1217,90.12,262.644,-0.835833743,-0.19733,-36.35,-30.998125,-0.152743911,,
1218,122.96,226.2244,-1.049226472,-0.063504,-35.88,-30.973,0.587476735,,
1219,172.82,265.5311,-0.220468664,-0.22073,-34.41,-30.944875,0.132955286,,
1220,148.98,289.3281,-0.200618177,0.0084773,-36.69,-30.913875,0.83421695,,
1221,201.82,300.8646,-0.007075934,0.17323,-34.63,-30.883125,0.639422043,,
1222,154.48,244.9742,0.246017768,0.13766,-33.33,-30.851125,0.184900594,,
1223,159.32,254.7096,-0.681992473,-0.008028,-34.03,-30.819,0.145941613,,
1224,174.24,248.2203,-0.523188582,0.24516,-33.25,-30.787125,0.093996304,,
1225,165.25,257.5968,0.052475525,0.11252,-34.16,-30.754125,0.678381025,-31.4508,
1226,193.92,317.4513,0.265868254,-0.16068,-35.33,-30.723125,0.769285315,,
1227,164.28,225.8654,-0.543039068,-0.1419,-35.38,-30.6895,-0.11378493,,58.64
1228,120.05,301.2266,-0.111290988,-0.1426,-36.01,-30.703375,0.003092014,,
1229,189.99,363.6032,0.280756119,-0.21191,-35.81,-30.73625,-0.620251688,,
1230,149.23,287.883,0.365120686,-0.11825,-35.18,-30.76925,-0.20468922,,
1231,106.13,215.771,-0.567852176,0.058656,-34.64,-30.802,-0.3864978,,
1232,107.30,188.3689,-0.498375474,-0.038663,-36.47,-30.834625,-0.165730238,,
1233,83.04,204.2315,-0.880497337,-0.035723,-36.13,-30.8665,-0.399484127,,
1234,104.93,234.5177,-1.153441526,-0.15454,-34.82,-30.8985,0.236845903,-31.5472,
1235,141.18,270.5783,-0.865609473,0.015395,-34.41,-30.961875,-0.139757584,,
1236,110.42,165.2899,-1.292394931,-0.043614,-35.29,-31.031625,-0.165730238,,
1237,145.74,301.5856,-0.830871121,-0.070206,-35.11,-31.101875,-0.581292707,,
1238,153.46,271.6614,0.628139631,0.012845,-34.39,-31.172625,-0.11378493,,
1239,161.20,267.3322,0.692653712,-0.12666,-33.99,-31.24325,-0.282607183,,
1240,193.70,253.6327,0.201354173,0.0004876,-35.42,-31.313375,-0.087812276,,
1241,150.07,187.2858,0.335344956,-0.16115,-36.80,-31.385625,0.093996304,,
1242,187.28,204.9556,-0.528151203,-0.14923,-35.75,-31.456625,-0.308579837,,
1243,194.99,262.644,0.131877471,-0.098834,-35.95,-31.52925,-0.399484127,-31.7144,
1244,154.39,260.4809,-0.21054342,-0.19654,-35.66,-31.561,-0.035866967,,
1245,224.09,249.3034,-0.215506042,-0.072476,-35.19,-31.5845,0.132955286,,
1246,170.85,282.8358,0.211279416,-0.13363,-36.29,-31.6085,0.574490408,,
1247,238.64,294.0164,0.112026984,-0.20689,-36.92,-31.632,0.613449389,,
1248,175.59,234.5177,-0.36438469,0.16883,-35.82,-31.6575,-0.009894313,,
1249,210.36,269.4953,-0.414010906,0.31377,-33.78,-31.681875,-0.503374744,,
1250,230.54,247.1403,-0.706805581,0.085086,-34.51,-31.70825,0.119968958,,
1251,186.91,266.2491,-0.815983257,-0.14728,-38.10,-31.70875,0.405668155,,
1252,143.71,231.6336,-0.667104608,0.1247,-35.82,-31.706875,-0.256634528,-31.9024,
1253,216.15,291.8533,-0.448749258,0.23988,-33.74,-31.704125,0.288791211,,
1254,144.70,265.5311,-1.272544444,0.10907,-33.45,-31.70275,-0.555320052,,
1255,187.60,354.2268,0.107064363,0.073843,-36.48,-31.701375,0.029064668,,
1256,203.96,294.0164,-0.835833743,-0.092194,-35.34,-31.701,-0.776087613,,
1257,170.18,281.0348,0.077288633,-0.1273,-36.30,-31.699875,-1.386444988,,
1258,155.39,218.6551,-0.830871121,-0.049538,-36.82,-31.699875,-1.529294587,,145.8
1259,125.22,233.7998,-0.299870609,0.038083,-34.93,-31.699125,-0.399484127,,
1260,180.66,263.3681,0.112026984,-0.10474,-37.18,-31.698125,-0.568306379,,
1261,166.43,295.8174,-0.915235689,-0.17976,-36.65,-31.63825,-0.061839621,-31.9956,
1262,106.97,313.1251,0.092176498,-0.20281,-36.37,-31.57175,0.314763865,,
1263,146.70,236.3218,0.017737174,-0.21942,-35.71,-31.505375,-0.20468922,,
1264,184.78,228.0285,-0.999600256,-0.046408,-36.41,-31.438,-0.269620855,,
1265,143.85,238.1229,-0.751469176,-0.054725,-36.91,-31.371625,-0.529347398,,
1266,218.15,257.2378,-0.458674501,-0.050977,-35.63,-31.304375,-0.165730238,,
1267,119.34,217.5721,-1.039301229,-0.097539,-34.34,-31.237625,-0.243648201,,
1268,174.54,291.1292,-0.776282284,-0.10405,-34.75,-31.170625,-0.230661874,,
1269,165.23,257.2378,-0.324683717,-0.031253,-32.59,-31.18375,-0.061839621,,
1270,81.28,260.4809,-0.155954583,-0.054449,-35.28,-31.21675,-0.230661874,-31.9744,
1271,212.28,341.6073,-0.190692934,0.023498,-36.29,-31.248875,-0.165730238,,
1272,122.81,254.3506,-0.091440502,0.0050202,-35.22,-31.281875,0.314763865,,
1273,174.31,338.0021,0.002849309,0.013824,-35.02,-31.31325,0.574490408,,
1274,168.54,287.883,0.384971173,-0.029536,-34.83,-31.344875,0.288791211,,
1275,187.69,227.6695,-0.627403635,0.0098371,-36.21,-31.37625,-0.217675547,,6.49
1276,135.46,196.2971,-1.188179877,-0.076657,-35.26,-31.406625,-0.048853294,,
1277,183.80,261.2019,-1.183217256,-0.12981,-35.48,-31.437375,0.470599791,,
1278,98.97,215.771,-2.200554685,-0.12937,-35.28,-31.467875,0.392681828,,
1279,126.12,228.0285,-0.8259085,-0.047039,-34.83,-31.416625,1.003039203,-31.8896,
1280,168.84,300.5056,-1.04426385,0.080428,-34.11,-31.343375,0.353722847,,
1281,140.96,274.5425,-1.22788085,-0.04784,-35.08,-31.2715,-0.061839621,,
1282,151.15,309.52,-1.53556339,0.039198,-34.55,-31.19925,-0.139757584,,
1283,192.41,273.8245,-2.220405172,0.17386,-34.78,-31.127,0.470599791,,
1284,122.50,264.8071,-1.317208039,-0.06023,-35.73,-31.05375,0.34073652,,23.05
1285,128.30,277.0645,-0.855684229,-0.056512,-35.10,-30.981875,0.34073652,,
1286,162.66,300.5056,-0.830871121,0.055307,-34.71,-30.908875,0.366709174,,
1287,86.09,193.4161,-2.24521828,-0.0224,-33.87,-30.836,0.197886921,,
1288,138.07,152.6734,-1.540526011,-0.15833,-34.74,-30.762875,0.106982631,-31.8296,
1289,122.63,262.644,-0.850721608,-0.053731,-36.44,-30.689375,-0.139757584,,
1290,175.64,304.1107,-1.555413876,-0.054346,-35.40,-30.7405,-1.256581717,,
1291,177.72,294.0164,-1.758881362,0.026452,-34.07,-30.844625,-0.02288064,,
1292,147.55,387.7592,-0.974787148,-0.031607,-33.85,-30.948125,-0.892964558,,
1293,126.57,378.0268,-1.758881362,-0.13777,-37.56,-31.051125,-0.230661874,,
1294,135.59,326.4657,-1.664591551,-0.003256,-33.93,-31.1535,-0.97088252,,
